-4.33,-2.85,309.51,-1.99,-1.89,-1.00,-0.54,-5.54,-4.01,-2.00,-2.00,-2.00
-5.44,-1.82,310.49,-0.99,-0.89,0.00,0.46,-4.48,-2.95,-1.00,-1.00,-1.00
-6.50,-0.75,311.47,0.01,0.11,1.00,1.46,-3.48,-1.95,0.00,0.00,0.00
-9.43,2.15,314.44,3.02,3.11,4.00,4.40,-0.48,0.99,3.00,3.00,3.00
-2.50,-4.79,307.42,-3.99,-3.89,-3.00,-2.60,-7.48,-6.08,-4.00,-4.00,-4.00
-3.51,-3.71,308.40,-2.99,-2.89,-2.00,-1.60,-6.48,-5.08,-3.00,-3.00,-3.00
-9.44,2.19,314.38,3.01,3.11,4.00,4.40,-0.54,1.05,3.00,3.00,3.00
-5.49,-1.95,310.35,-0.98,-0.89,-0.00,0.40,-4.54,-2.95,-1.00,-1.00,-1.00
-6.47,-0.88,311.33,0.02,0.11,1.00,1.40,-3.54,-1.95,0.00,0.00,0.00
-4.38,-2.86,309.31,-1.99,-1.89,-1.00,-0.60,-5.48,-4.08,-2.00,-2.00,-2.00
-11.32,4.18,316.29,5.01,5.11,6.00,6.40,1.52,2.99,5.00,5.00,5.00
-8.43,1.10,313.26,2.01,2.11,3.00,3.40,-1.48,-0.01,2.00,2.00,2.00
-9.33,2.06,314.24,3.02,3.11,4.00,4.40,-0.42,0.99,3.00,3.00,3.00
-3.31,-3.87,308.22,-2.99,-2.89,-2.00,-1.41,-6.54,-5.08,-3.00,-3.00,-3.00
-10.28,3.20,315.19,4.01,4.11,5.00,5.59,0.46,1.92,4.00,4.00,4.00
-1.40,-5.85,306.17,-4.99,-4.89,-4.00,-3.47,-8.48,-7.01,-5.00,-5.00,-5.00
-1.48,-5.79,306.15,-4.99,-4.89,-4.00,-3.60,-8.60,-7.01,-5.00,-5.00,-5.00
-1.43,-5.74,306.12,-4.99,-4.89,-4.00,-3.60,-8.60,-7.01,-5.00,-5.00,-5.00
-5.48,-1.87,310.10,-0.98,-0.89,-0.00,0.46,-4.48,-3.01,-1.00,-1.00,-1.00
-0.47,-6.79,305.08,-5.99,-5.89,-5.00,-4.60,-9.42,-7.95,-6.00,-6.00,-6.00
-10.42,3.09,315.06,4.01,4.11,5.00,5.46,0.52,1.99,4.00,4.00,4.00
-3.45,-3.83,308.03,-2.99,-2.89,-2.00,-1.54,-6.48,-5.01,-3.00,-3.00,-3.00
-3.39,-3.79,308.01,-2.99,-2.89,-2.00,-1.47,-6.66,-5.08,-3.00,-3.00,-3.00
-3.32,-3.88,307.99,-2.98,-2.89,-2.00,-1.47,-6.60,-5.01,-3.00,-3.00,-3.00
-8.25,1.17,312.97,2.02,2.11,3.00,3.53,-1.60,-0.01,2.00,2.00,2.00
-8.37,1.18,312.94,2.01,2.11,3.00,3.59,-1.60,-0.01,2.00,2.00,2.00
-7.34,0.05,311.92,1.02,1.11,2.00,2.53,-2.60,-1.08,1.00,1.00,1.00
-1.37,-5.87,305.90,-4.98,-4.89,-4.00,-3.47,-8.60,-7.08,-5.00,-5.00,-5.00
-5.35,-1.80,309.87,-0.99,-0.89,-0.00,0.40,-4.54,-3.01,-1.00,-1.00,-1.00
-9.47,2.20,313.85,3.01,3.11,4.00,4.40,-0.60,1.05,3.00,3.00,3.00
-7.41,0.25,311.83,1.01,1.11,2.00,2.40,-2.60,-0.95,1.00,1.00,1.00
-5.32,-1.75,309.81,-0.99,-0.89,-0.00,0.46,-4.54,-2.95,-1.00,-1.00,-1.00
-5.44,-1.77,309.78,-0.99,-0.89,-0.00,0.46,-4.54,-2.95,-1.00,-1.00,-1.00
-6.48,-0.91,310.76,0.01,0.11,1.00,1.46,-3.54,-1.95,0.00,0.00,0.00
-9.39,2.09,313.74,3.02,3.11,4.00,4.40,-0.48,0.99,3.00,3.00,3.00
-1.34,-5.85,305.72,-4.98,-4.89,-4.00,-3.60,-8.48,-7.01,-5.00,-5.00,-5.00
-5.46,-1.91,309.69,-0.98,-0.89,-0.00,0.40,-4.48,-3.01,-1.00,-1.00,-1.00
-10.41,3.14,314.67,4.02,4.11,4.99,5.40,0.52,1.99,4.00,4.00,4.00
-6.52,-0.93,310.65,0.02,0.11,0.99,1.40,-3.48,-2.01,0.00,0.00,0.00
-0.47,-6.88,304.62,-5.99,-5.89,-5.00,-4.47,-9.54,-8.08,-6.00,-6.00,-6.00
